id,date,code,payment_method,items,total,total_qty,raw_data
1956,09/05/2025,INV-20250509-3057,credit card,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI",17000,4,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Beton 12 TJ SNI"":""1x893500""}"
1957,07/05/2025,INV-20250507-1156,transfer,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M",62722500,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
1958,13/04/2025,INV-20250413-1808,e-wallet,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm",207000,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
1959,10/05/2025,INV-20250510-9950,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,Atap spandek 0.35 mm x 6m",38000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
1960,04/04/2025,INV-20250404-5519,transfer,"Besi Beton 12 IBD SNI,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",109000,4,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Bondek 0.75 x 1000 x 6M"":""2x730000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
1961,05/04/2025,INV-20250405-4423,credit card,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",12722500,4,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
1962,06/04/2025,INV-20250406-3607,transfer,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI",411000,5,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
1963,15/04/2025,INV-20250415-3036,transfer,"CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,Atap spandek 0.35 mm x 6m",1893500,4,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
1964,07/05/2025,INV-20250507-8426,transfer,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Atap spandek 0.35 mm x 6m",193500,4,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
1965,03/05/2025,INV-20250503-1439,cash,"CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",18000,6,"{""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
1966,25/04/2025,INV-20250425-4171,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI",29000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Beton 12 TJ SNI"":""1x893500""}"
1967,12/05/2025,INV-20250512-5400,transfer,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",19000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
1968,19/05/2025,INV-20250519-5601,transfer,"Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",411000,5,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
1969,07/05/2025,INV-20250507-1423,credit card,"WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",2873000,6,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
1970,07/05/2025,INV-20250507-6005,credit card,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M",1193500,6,"{""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
1971,06/04/2025,INV-20250406-1778,cash,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",293500,6,"{""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
1972,17/04/2025,INV-20250417-2204,cash,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",122722500,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
1973,18/05/2025,INV-20250518-3677,credit card,"Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",30893500,4,"{""Besi Wiremesh M8 full SNI"":""1x6273000"",""Bondek 0.75 x 1000 x 6M"":""2x730000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
1974,18/04/2025,INV-20250418-9036,transfer,"CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",6893500,4,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
1975,02/05/2025,INV-20250502-6380,transfer,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",19000,4,"{""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
1976,12/05/2025,INV-20250512-3502,credit card,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Atap spandek 0.35 mm x 6m",208000,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
1977,21/05/2025,INV-20250521-8156,e-wallet,"Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",193500,5,"{""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
1978,12/05/2025,INV-20250512-8745,cash,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI",17000,4,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
1979,17/05/2025,INV-20250517-2307,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,Atap spandek 0.35 mm x 6m",273000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
1980,01/04/2025,INV-20250401-9686,cash,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,Atap spandek 0.35 mm x 6m",373000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
1981,21/04/2025,INV-20250421-8972,credit card,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm",2873000,6,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000""}"
1982,13/05/2025,INV-20250513-2930,transfer,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",293500,6,"{""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
1983,26/04/2025,INV-20250426-2753,cash,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",17000,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
1984,09/05/2025,INV-20250509-4005,transfer,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",193500,5,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
1985,21/05/2025,INV-20250521-5636,e-wallet,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI",2893500,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
1986,14/05/2025,INV-20250514-6226,credit card,"Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",193500,5,"{""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
1987,20/04/2025,INV-20250420-5600,cash,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",22722500,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
1988,01/05/2025,INV-20250501-4660,cash,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",8730000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
1989,09/04/2025,INV-20250409-5768,e-wallet,"CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",1073000,4,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
1990,18/05/2025,INV-20250518-5897,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm",422722500,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000""}"
1991,27/04/2025,INV-20250427-8986,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,Atap spandek 0.35 mm x 6m",28000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
1992,27/04/2025,INV-20250427-6270,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI",42893500,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
1993,03/05/2025,INV-20250503-4910,e-wallet,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI",19000,4,"{""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
1994,23/04/2025,INV-20250423-5954,credit card,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m",209000,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
1995,25/04/2025,INV-20250425-1638,transfer,"Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",4073000,4,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
1996,20/04/2025,INV-20250420-2408,e-wallet,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,WF 150 x 75 mm x 12m",18000,4,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
1997,24/04/2025,INV-20250424-6672,credit card,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",2873000,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
1998,02/05/2025,INV-20250502-6535,transfer,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.75mm",393500,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000""}"
1999,11/05/2025,INV-20250511-6152,cash,"Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",409000,5,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
873000,28/04/2025,INV-20250428-4822,transfer,"Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",409000,5,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2001,17/04/2025,INV-20250417-6304,transfer,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",128000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2002,13/04/2025,INV-20250413-5519,e-wallet,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI",218000,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
2003,21/04/2025,INV-20250421-8248,cash,"CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",108000,4,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2004,05/05/2025,INV-20250505-2692,cash,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI",393500,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
2005,03/04/2025,INV-20250403-6188,e-wallet,"Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",2093500,3,"{""Besi Wiremesh M8 full SNI"":""1x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2006,14/05/2025,INV-20250514-3313,e-wallet,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm",293500,6,"{""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000""}"
2007,07/05/2025,INV-20250507-6167,cash,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",29000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2008,07/05/2025,INV-20250507-3357,cash,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,WF 150 x 75 mm x 12m",18000,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2009,27/04/2025,INV-20250427-8126,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm",393500,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000""}"
2010,03/05/2025,INV-20250503-5691,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",17000,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2011,10/04/2025,INV-20250410-9921,cash,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M",5093500,5,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2012,10/05/2025,INV-20250510-8577,cash,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",72722500,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2013,22/04/2025,INV-20250422-2563,e-wallet,"Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",59000,3,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Beton 12 TJ SNI"":""1x893500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2014,28/04/2025,INV-20250428-4189,cash,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI",31000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Beton 12 TJ SNI"":""1x893500""}"
2015,15/05/2025,INV-20250515-7135,transfer,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,Atap spandek 0.35 mm x 6m",29000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2016,06/05/2025,INV-20250506-1164,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m",8730000,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2017,15/04/2025,INV-20250415-7547,cash,"CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",108000,5,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Bondek 0.75 x 1000 x 6M"":""2x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2018,05/04/2025,INV-20250405-5777,transfer,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M",11873000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2019,29/04/2025,INV-20250429-5678,cash,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm",8730000,5,"{""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000""}"
2020,01/05/2025,INV-20250501-9376,e-wallet,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI",411000,4,"{""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000""}"
2021,04/05/2025,INV-20250504-1940,credit card,"CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,Atap spandek 0.35 mm x 6m",173000,5,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2022,18/04/2025,INV-20250418-4731,cash,"Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",2093500,3,"{""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2025,13/04/2025,INV-20250413-6692,credit card,"CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",58000,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2024,27/04/2025,INV-20250427-9746,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,Bondek 0.75 x 1000 x 6M",1193500,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2025,20/04/2025,INV-20250420-1278,transfer,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI",4193500,5,"{""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000""}"
2026,25/04/2025,INV-20250425-6983,credit card,"WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",111000,5,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Beton 12 TJ SNI"":""1x893500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2027,01/04/2025,INV-20250401-2290,credit card,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",62722500,4,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2028,13/05/2025,INV-20250513-8316,cash,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.65mm,WF 150 x 75 mm x 12m",38000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
2029,21/04/2025,INV-20250421-1871,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm",37000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
2030,06/04/2025,INV-20250406-3929,e-wallet,"CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M",112722500,6,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2031,02/05/2025,INV-20250502-2815,credit card,"Atap spandek 0.25 mm x 6m 1kg,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",11893500,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Bondek 0.75 x 1000 x 6M"":""2x730000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2032,13/04/2025,INV-20250413-8822,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm",293500,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
2033,11/04/2025,INV-20250411-2859,cash,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Atap spandek 0.35 mm x 6m",41893500,5,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2034,03/05/2025,INV-20250503-4463,cash,"CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",2873000,6,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2035,03/05/2025,INV-20250503-1841,cash,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Atap spandek 0.35 mm x 6m",2893500,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
